mode,n_samples,z_seed,rep,n_questions,concept_accuracy
sample_z,10,0,4,21,1.0
sample_z,10,1,0,15,1.0
sample_z,10,1,1,13,1.0
sample_z,10,1,2,16,1.0
sample_z,10,1,3,22,1.0
sample_z,10,1,4,20,1.0
sample_z,10,2,0,14,1.0
sample_z,10,2,1,13,1.0
sample_z,10,2,2,17,1.0
sample_z,10,2,3,20,1.0
sample_z,10,2,4,21,1.0
sample_z,10,3,0,19,1.0
sample_z,10,3,1,8,1.0
sample_z,10,3,2,9,1.0
sample_z,10,3,3,14,1.0
sample_z,10,3,4,14,1.0
sample_z,10,4,0,13,1.0
sample_z,10,4,1,13,1.0
sample_z,10,4,2,19,1.0
sample_z,10,4,3,10,1.0
sample_z,10,4,4,18,0.8571428571428571
sample_z,10,5,0,16,1.0
sample_z,10,5,1,20,1.0
sample_z,10,5,2,15,0.8571428571428571
sample_z,10,5,3,10,0.8571428571428571
sample_z,10,5,4,12,0.8571428571428571
sample_z,10,6,0,27,0.8571428571428571
sample_z,10,6,1,27,0.8571428571428571
sample_z,10,6,2,19,1.0
sample_z,10,6,3,22,1.0
sample_z,10,6,4,23,0.8571428571428571
sample_z,10,7,0,19,1.0
sample_z,10,7,1,13,1.0
sample_z,10,7,2,15,1.0
sample_z,10,7,3,17,1.0
sample_z,10,7,4,20,1.0
sample_z,10,8,0,21,1.0
sample_z,10,8,1,15,1.0
sample_z,10,8,2,19,0.8571428571428571
sample_z,10,8,3,23,1.0
sample_z,10,8,4,24,1.0
sample_z,10,9,0,17,1.0
sample_z,10,9,1,18,0.8571428571428571
sample_z,10,9,2,15,0.8571428571428571
sample_z,10,9,3,16,1.0
sample_z,10,9,4,20,1.0
sample_z,10,10,0,17,1.0
sample_z,10,10,1,14,1.0
sample_z,10,10,2,22,1.0
sample_z,10,10,3,13,1.0
sample_z,10,10,4,18,1.0
sample_z,10,11,0,13,1.0
sample_z,10,11,1,10,1.0
sample_z,10,11,2,16,1.0
sample_z,10,11,3,18,0.8571428571428571
sample_z,10,11,4,13,1.0
sample_z,10,12,0,20,1.0
sample_z,10,12,1,23,1.0
sample_z,10,12,2,22,0.8571428571428571
sample_z,10,12,3,25,0.8571428571428571
sample_z,10,12,4,28,0.8571428571428571
sample_z,10,13,0,14,1.0
sample_z,10,13,1,17,1.0
sample_z,10,13,2,26,0.8571428571428571
sample_z,10,13,3,17,1.0
sample_z,10,13,4,21,0.8571428571428571
sample_z,10,14,0,17,0.8571428571428571
sample_z,10,14,1,22,1.0
sample_z,10,14,2,23,0.8571428571428571
sample_z,10,14,3,20,1.0
sample_z,10,14,4,25,1.0
sample_z,10,15,0,21,0.8571428571428571
sample_z,10,15,1,23,0.8571428571428571
sample_z,10,15,2,19,0.8571428571428571
sample_z,10,15,3,22,1.0
sample_z,10,15,4,17,0.7142857142857143
sample_z,10,16,0,25,1.0
sample_z,10,16,1,16,1.0
sample_z,10,16,2,27,1.0
sample_z,10,16,3,20,1.0
sample_z,10,16,4,20,1.0
sample_z,10,17,0,29,1.0
sample_z,10,17,1,23,1.0
sample_z,10,17,2,28,1.0
sample_z,10,17,3,18,1.0
sample_z,10,17,4,22,1.0
sample_z,10,18,0,24,0.8571428571428571
sample_z,10,18,1,23,1.0
sample_z,10,18,2,24,1.0
sample_z,10,18,3,27,1.0
sample_z,10,18,4,19,1.0
sample_z,10,19,0,19,0.8571428571428571
sample_z,10,19,1,15,1.0
sample_z,10,19,2,22,0.8571428571428571
sample_z,10,19,3,19,1.0
sample_z,10,19,4,22,0.8571428571428571
sample_z,10,20,0,16,1.0
sample_z,10,20,1,20,1.0
sample_z,10,20,2,23,1.0
sample_z,10,20,3,21,1.0
sample_z,10,20,4,19,1.0
sample_z,10,21,0,18,1.0
sample_z,10,21,1,18,1.0
sample_z,10,21,2,26,0.8571428571428571
sample_z,10,21,3,18,1.0
sample_z,10,21,4,17,1.0
sample_z,10,22,0,27,1.0
sample_z,10,22,1,25,1.0
sample_z,10,22,2,23,1.0
sample_z,10,22,3,17,1.0
sample_z,10,22,4,21,1.0
sample_z,10,23,0,17,1.0
sample_z,10,23,1,19,0.7142857142857143
sample_z,10,23,2,18,1.0
sample_z,10,23,3,18,0.7142857142857143
sample_z,10,23,4,23,0.8571428571428571
sample_z,10,24,0,21,1.0
sample_z,10,24,1,14,1.0
sample_z,10,24,2,22,1.0
sample_z,10,24,3,26,1.0
sample_z,10,24,4,15,1.0
sample_z,10,25,0,13,1.0
sample_z,10,25,1,19,1.0
sample_z,10,25,2,17,1.0
sample_z,10,25,3,23,1.0
sample_z,10,25,4,16,0.8571428571428571
sample_z,10,26,0,21,1.0
sample_z,10,26,1,18,1.0
sample_z,10,26,2,25,0.8571428571428571
sample_z,10,26,3,19,1.0
sample_z,10,26,4,30,0.8571428571428571
sample_z,10,27,0,20,1.0
sample_z,10,27,1,23,0.8571428571428571
sample_z,10,27,2,21,1.0
sample_z,10,27,3,22,1.0
sample_z,10,27,4,23,1.0
sample_z,10,28,0,24,1.0
sample_z,10,28,1,22,1.0
sample_z,10,28,2,17,1.0
sample_z,10,28,3,17,0.8571428571428571
sample_z,10,28,4,20,0.8571428571428571
sample_z,10,29,0,16,1.0
sample_z,10,29,1,26,0.8571428571428571
sample_z,10,29,2,23,0.8571428571428571
sample_z,10,29,3,25,1.0
sample_z,10,29,4,22,0.8571428571428571
sample_z,10,30,0,26,0.8571428571428571
sample_z,10,30,1,18,1.0
sample_z,10,30,2,24,0.8571428571428571
sample_z,10,30,3,17,1.0
sample_z,10,30,4,23,1.0
sample_z,10,31,0,25,1.0
sample_z,10,31,1,18,1.0
sample_z,10,31,2,23,1.0
sample_z,10,31,3,26,1.0
sample_z,10,31,4,18,1.0
sample_z,10,32,0,24,1.0
sample_z,10,32,1,15,1.0
sample_z,10,32,2,18,1.0
sample_z,10,32,3,22,1.0
sample_z,10,32,4,15,1.0
sample_z,10,33,0,17,0.7142857142857143
sample_z,10,33,1,15,1.0
sample_z,10,33,2,18,1.0
sample_z,10,33,3,15,1.0
sample_z,10,33,4,19,1.0
sample_z,10,34,0,20,1.0
sample_z,10,34,1,13,1.0
sample_z,10,34,2,20,1.0
sample_z,10,34,3,22,1.0
sample_z,10,34,4,14,1.0
sample_z,10,35,0,21,1.0
sample_z,10,35,1,22,1.0
sample_z,10,35,2,16,0.8571428571428571
sample_z,10,35,3,18,1.0
sample_z,10,35,4,14,1.0
sample_z,10,36,0,21,1.0
sample_z,10,36,1,21,1.0
sample_z,10,36,2,25,1.0
sample_z,10,36,3,26,0.8571428571428571
sample_z,10,36,4,11,0.8571428571428571
sample_z,10,37,0,26,0.8571428571428571
sample_z,10,37,1,14,1.0
sample_z,10,37,2,16,1.0
sample_z,10,37,3,18,1.0
sample_z,10,37,4,13,1.0
sample_z,10,38,0,18,1.0
sample_z,10,38,1,20,1.0
sample_z,10,38,2,26,1.0
sample_z,10,38,3,20,1.0
sample_z,10,38,4,20,0.8571428571428571
sample_z,10,39,0,24,0.8571428571428571
sample_z,10,39,1,18,1.0
sample_z,10,39,2,30,1.0
sample_z,10,39,3,20,1.0
sample_z,10,39,4,24,1.0
sample_z,10,40,0,16,1.0
sample_z,10,40,1,15,1.0
sample_z,10,40,2,21,1.0
sample_z,10,40,3,15,1.0
sample_z,10,40,4,18,1.0
sample_z,10,41,0,23,0.7142857142857143
sample_z,10,41,1,18,1.0
sample_z,10,41,2,14,1.0
sample_z,10,41,3,25,0.8571428571428571
sample_z,10,41,4,14,1.0
sample_z,10,42,0,28,0.8571428571428571
sample_z,10,42,1,23,1.0
sample_z,10,42,2,16,1.0
sample_z,10,42,3,24,1.0
sample_z,10,42,4,19,1.0
sample_z,10,43,0,22,1.0
sample_z,10,43,1,29,0.8571428571428571
sample_z,10,43,2,21,1.0
sample_z,10,43,3,24,0.8571428571428571
sample_z,10,43,4,27,1.0
sample_z,10,44,0,17,1.0
sample_z,10,44,1,23,0.8571428571428571
sample_z,10,44,2,18,1.0
sample_z,10,44,3,21,0.8571428571428571
sample_z,10,44,4,18,0.8571428571428571
sample_z,10,45,0,19,1.0
sample_z,10,45,1,23,0.7142857142857143
sample_z,10,45,2,18,0.8571428571428571
sample_z,10,45,3,17,0.8571428571428571
sample_z,10,45,4,21,1.0
sample_z,10,46,0,23,1.0
sample_z,10,46,1,18,0.8571428571428571
sample_z,10,46,2,21,0.8571428571428571
sample_z,10,46,3,20,1.0
sample_z,10,46,4,19,0.8571428571428571
sample_z,10,47,0,16,1.0
sample_z,10,47,1,20,1.0
sample_z,10,47,2,17,1.0
sample_z,10,47,3,19,1.0
sample_z,10,47,4,24,0.8571428571428571
sample_z,10,48,0,16,1.0
sample_z,10,48,1,17,0.8571428571428571
sample_z,10,48,2,22,0.8571428571428571
sample_z,10,48,3,17,1.0
sample_z,10,48,4,22,1.0
sample_z,10,49,0,19,1.0
sample_z,10,49,1,14,1.0
sample_z,10,49,2,14,0.8571428571428571
sample_z,10,49,3,14,1.0
sample_z,10,49,4,18,0.8571428571428571
sample_z,30,0,0,15,0.8571428571428571
sample_z,30,0,1,15,1.0
sample_z,30,0,2,9,0.8571428571428571
sample_z,30,0,3,16,1.0
sample_z,30,0,4,22,1.0
sample_z,30,1,0,26,1.0
sample_z,30,1,1,27,1.0
sample_z,30,1,2,14,1.0
sample_z,30,1,3,19,1.0
sample_z,30,1,4,24,1.0
sample_z,30,2,0,13,0.8571428571428571
sample_z,30,2,1,28,1.0
sample_z,30,2,2,20,0.8571428571428571
sample_z,30,2,3,12,1.0
sample_z,30,2,4,27,0.7142857142857143
sample_z,30,3,0,11,1.0
sample_z,30,3,1,22,1.0
sample_z,30,3,2,12,1.0
sample_z,30,3,3,13,0.8571428571428571
sample_z,30,3,4,14,0.8571428571428571
sample_z,30,4,0,25,0.8571428571428571
sample_z,30,4,1,14,1.0
sample_z,30,4,2,21,1.0
sample_z,30,4,3,12,1.0
sample_z,30,4,4,18,0.8571428571428571
sample_z,30,5,0,11,1.0
sample_z,30,5,1,11,1.0
sample_z,30,5,2,24,0.8571428571428571
sample_z,30,5,3,14,1.0
sample_z,30,5,4,17,1.0
sample_z,30,6,0,30,1.0
sample_z,30,6,1,22,1.0
sample_z,30,6,2,19,1.0
sample_z,30,6,3,30,1.0
sample_z,30,6,4,30,1.0
sample_z,30,7,0,26,1.0
sample_z,30,7,1,19,0.8571428571428571
sample_z,30,7,2,17,1.0
sample_z,30,7,3,19,1.0
sample_z,30,7,4,13,1.0
sample_z,30,8,0,18,1.0
sample_z,30,8,1,19,0.8571428571428571
sample_z,30,8,2,23,1.0
sample_z,30,8,3,22,0.7142857142857143
sample_z,30,8,4,11,0.8571428571428571
sample_z,30,9,0,15,1.0
sample_z,30,9,1,17,1.0
sample_z,30,9,2,16,1.0
sample_z,30,9,3,24,1.0
sample_z,30,9,4,17,0.8571428571428571
sample_z,30,10,0,28,1.0
sample_z,30,10,1,18,0.8571428571428571
sample_z,30,10,2,21,0.5714285714285714
sample_z,30,10,3,17,0.8571428571428571
sample_z,30,10,4,29,1.0
sample_z,30,11,0,12,1.0
sample_z,30,11,1,18,1.0
sample_z,30,11,2,10,1.0
sample_z,30,11,3,13,1.0
sample_z,30,11,4,15,1.0
sample_z,30,12,0,25,0.8571428571428571
sample_z,30,12,1,26,0.8571428571428571
sample_z,30,12,2,29,1.0
sample_z,30,12,3,25,1.0
sample_z,30,12,4,18,1.0
sample_z,30,13,0,29,0.8571428571428571
sample_z,30,13,1,11,1.0
sample_z,30,13,2,17,1.0
sample_z,30,13,3,21,1.0
sample_z,30,13,4,13,1.0
sample_z,30,14,0,26,1.0
sample_z,30,14,1,19,1.0
sample_z,30,14,2,21,1.0
sample_z,30,14,3,21,0.8571428571428571
sample_z,30,14,4,15,1.0
sample_z,30,15,0,15,1.0
sample_z,30,15,1,18,1.0
sample_z,30,15,2,24,0.8571428571428571
sample_z,30,15,3,11,1.0
sample_z,30,15,4,18,1.0
sample_z,30,16,0,16,1.0
sample_z,30,16,1,17,1.0
sample_z,30,16,2,25,1.0
sample_z,30,16,3,28,1.0
sample_z,30,16,4,29,1.0
sample_z,30,17,0,30,1.0
sample_z,30,17,1,14,1.0
sample_z,30,17,2,20,1.0
sample_z,30,17,3,14,1.0
sample_z,30,17,4,20,1.0
sample_z,30,18,0,29,0.8571428571428571
sample_z,30,18,1,26,1.0
sample_z,30,18,2,22,1.0
sample_z,30,18,3,27,1.0
sample_z,30,18,4,25,1.0
sample_z,30,19,0,27,0.8571428571428571
sample_z,30,19,1,17,1.0
sample_z,30,19,2,23,1.0
sample_z,30,19,3,14,1.0
sample_z,30,19,4,18,1.0
sample_z,30,20,0,14,1.0
sample_z,30,20,1,15,0.8571428571428571
sample_z,30,20,2,11,1.0
sample_z,30,20,3,11,1.0
sample_z,30,20,4,28,0.7142857142857143
sample_z,30,21,0,18,1.0
sample_z,30,21,1,30,0.7142857142857143
sample_z,30,21,2,22,1.0
sample_z,30,21,3,11,1.0
sample_z,30,21,4,15,1.0
sample_z,30,22,0,21,1.0
sample_z,30,22,1,18,1.0
sample_z,30,22,2,25,0.8571428571428571
sample_z,30,22,3,30,0.8571428571428571
sample_z,30,22,4,17,1.0
sample_z,30,23,0,12,1.0
sample_z,30,23,1,22,1.0
sample_z,30,23,2,14,1.0
sample_z,30,23,3,21,1.0
sample_z,30,23,4,26,1.0
sample_z,30,24,0,13,0.8571428571428571
sample_z,30,24,1,24,1.0
sample_z,30,24,2,23,1.0
sample_z,30,24,3,27,0.8571428571428571
sample_z,30,24,4,18,1.0
sample_z,30,25,0,24,1.0
sample_z,30,25,1,16,1.0
sample_z,30,25,2,23,1.0
sample_z,30,25,3,15,1.0
sample_z,30,25,4,15,1.0
sample_z,30,26,0,19,1.0
sample_z,30,26,1,17,0.8571428571428571
sample_z,30,26,2,27,0.5714285714285714
sample_z,30,26,3,20,1.0
sample_z,30,26,4,16,1.0
sample_z,30,27,0,18,1.0
sample_z,30,27,1,20,1.0
sample_z,30,27,2,27,0.8571428571428571
sample_z,30,27,3,21,1.0
sample_z,30,27,4,20,1.0
sample_z,30,28,0,24,0.8571428571428571
sample_z,30,28,1,19,1.0
sample_z,30,28,2,28,1.0
sample_z,30,28,3,15,1.0
sample_z,30,28,4,14,1.0
sample_z,30,29,0,16,1.0
sample_z,30,29,1,20,1.0
sample_z,30,29,2,22,1.0
sample_z,30,29,3,21,1.0
sample_z,30,29,4,18,1.0
sample_z,30,30,0,30,0.7142857142857143
sample_z,30,30,1,26,1.0
sample_z,30,30,2,30,0.8571428571428571
sample_z,30,30,3,24,0.8571428571428571
sample_z,30,30,4,22,0.8571428571428571
sample_z,30,31,0,29,0.7142857142857143
sample_z,30,31,1,20,1.0
sample_z,30,31,2,30,0.8571428571428571
sample_z,30,31,3,29,0.8571428571428571
sample_z,30,31,4,16,1.0
sample_z,30,32,0,18,1.0
sample_z,30,32,1,25,1.0
sample_z,30,32,2,15,1.0
sample_z,30,32,3,27,1.0
sample_z,30,32,4,13,0.8571428571428571
sample_z,30,33,0,18,0.8571428571428571
sample_z,30,33,1,16,1.0
sample_z,30,33,2,27,1.0
sample_z,30,33,3,11,1.0
sample_z,30,33,4,17,0.7142857142857143
sample_z,30,34,0,19,1.0
sample_z,30,34,1,14,0.8571428571428571
sample_z,30,34,2,27,0.8571428571428571
sample_z,30,34,3,15,1.0
sample_z,30,34,4,18,1.0
sample_z,30,35,0,15,1.0
sample_z,30,35,1,25,1.0
sample_z,30,35,2,17,1.0
sample_z,30,35,3,29,0.5714285714285714
sample_z,30,35,4,22,1.0
sample_z,30,36,0,26,1.0
sample_z,30,36,1,18,1.0
sample_z,30,36,2,29,0.8571428571428571
sample_z,30,36,3,29,0.8571428571428571
sample_z,30,36,4,26,1.0
sample_z,30,37,0,18,1.0
sample_z,30,37,1,19,1.0
sample_z,30,37,2,26,0.8571428571428571
sample_z,30,37,3,27,1.0
sample_z,30,37,4,29,0.8571428571428571
sample_z,30,38,0,16,1.0
sample_z,30,38,1,18,1.0
sample_z,30,38,2,22,1.0
sample_z,30,38,3,18,1.0
sample_z,30,38,4,25,0.8571428571428571
sample_z,30,39,0,28,0.8571428571428571
sample_z,30,39,1,29,1.0
sample_z,30,39,2,17,1.0
sample_z,30,39,3,24,1.0
sample_z,30,39,4,28,0.8571428571428571
sample_z,30,40,0,16,1.0
sample_z,30,40,1,22,1.0
sample_z,30,40,2,20,1.0
sample_z,30,40,3,19,1.0
sample_z,30,40,4,13,1.0
sample_z,30,41,0,19,1.0
sample_z,30,41,1,22,1.0
sample_z,30,41,2,26,1.0
sample_z,30,41,3,23,1.0
sample_z,30,41,4,15,1.0
sample_z,30,42,0,20,1.0
sample_z,30,42,1,13,1.0
sample_z,30,42,2,23,0.7142857142857143
sample_z,30,42,3,15,1.0
sample_z,30,42,4,21,0.8571428571428571
sample_z,30,43,0,16,1.0
sample_z,30,43,1,26,1.0
sample_z,30,43,2,24,1.0
sample_z,30,43,3,28,0.8571428571428571
sample_z,30,43,4,18,1.0
sample_z,30,44,0,17,1.0
sample_z,30,44,1,25,1.0
sample_z,30,44,2,17,1.0
sample_z,30,44,3,18,1.0
sample_z,30,44,4,18,1.0
sample_z,30,45,0,21,1.0
sample_z,30,45,1,25,0.8571428571428571
sample_z,30,45,2,14,0.8571428571428571
sample_z,30,45,3,14,1.0
sample_z,30,45,4,17,1.0
sample_z,30,46,0,19,1.0
sample_z,30,46,1,24,0.8571428571428571
sample_z,30,46,2,27,0.8571428571428571
sample_z,30,46,3,27,0.7142857142857143
sample_z,30,46,4,24,1.0
sample_z,30,47,0,26,0.8571428571428571
sample_z,30,47,1,28,0.5714285714285714
sample_z,30,47,2,19,1.0
sample_z,30,47,3,19,1.0
sample_z,30,47,4,16,1.0
sample_z,30,48,0,27,0.8571428571428571
sample_z,30,48,1,29,0.8571428571428571
sample_z,30,48,2,14,1.0
sample_z,30,48,3,21,1.0
sample_z,30,48,4,14,1.0
sample_z,30,49,0,14,1.0
sample_z,30,49,1,17,1.0
sample_z,30,49,2,17,1.0
sample_z,30,49,3,19,1.0
sample_z,30,49,4,19,1.0
sample_z,100,0,0,16,1.0
sample_z,100,0,1,17,1.0
sample_z,100,0,2,18,1.0
sample_z,100,0,3,18,1.0
sample_z,100,0,4,13,1.0
sample_z,100,1,0,17,1.0
sample_z,100,1,1,12,1.0
sample_z,100,1,2,19,1.0
sample_z,100,1,3,14,1.0
sample_z,100,1,4,17,0.8571428571428571
sample_z,100,2,0,14,1.0
sample_z,100,2,1,15,1.0
sample_z,100,2,2,28,1.0
sample_z,100,2,3,12,1.0
sample_z,100,2,4,16,1.0
sample_z,100,3,0,9,1.0
sample_z,100,3,1,11,1.0
sample_z,100,3,2,16,1.0
sample_z,100,3,3,11,1.0
sample_z,100,3,4,13,1.0
sample_z,100,4,0,17,1.0
sample_z,100,4,1,11,1.0
sample_z,100,4,2,28,1.0
sample_z,100,4,3,18,1.0
sample_z,100,4,4,25,1.0
sample_z,100,5,0,19,1.0
sample_z,100,5,1,14,1.0
sample_z,100,5,2,20,1.0
sample_z,100,5,3,20,1.0
sample_z,100,5,4,10,1.0
sample_z,100,6,0,30,1.0
sample_z,100,6,1,24,1.0
sample_z,100,6,2,18,1.0
sample_z,100,6,3,25,1.0
sample_z,100,6,4,28,0.8571428571428571
sample_z,100,7,0,13,1.0
sample_z,100,7,1,19,1.0
sample_z,100,7,2,21,1.0
sample_z,100,7,3,17,0.5714285714285714
sample_z,100,7,4,14,1.0
sample_z,100,8,0,26,0.8571428571428571
sample_z,100,8,1,19,1.0
sample_z,100,8,2,23,1.0
sample_z,100,8,3,11,1.0
sample_z,100,8,4,27,1.0
sample_z,100,9,0,14,1.0
sample_z,100,9,1,26,1.0
sample_z,100,9,2,27,0.8571428571428571
sample_z,100,9,3,15,1.0
sample_z,100,9,4,25,1.0
sample_z,100,10,0,30,1.0
sample_z,100,10,1,17,1.0
sample_z,100,10,2,14,1.0
sample_z,100,10,3,14,1.0
sample_z,100,10,4,26,0.8571428571428571
sample_z,100,11,0,18,1.0
sample_z,100,11,1,14,1.0
sample_z,100,11,2,20,1.0
sample_z,100,11,3,15,0.8571428571428571
sample_z,100,11,4,10,1.0
sample_z,100,12,0,30,1.0
sample_z,100,12,1,21,1.0
sample_z,100,12,2,30,0.8571428571428571
sample_z,100,12,3,21,1.0
sample_z,100,12,4,21,1.0
sample_z,100,13,0,16,1.0
sample_z,100,13,1,18,1.0
sample_z,100,13,2,18,1.0
sample_z,100,13,3,18,1.0
sample_z,100,13,4,14,1.0
sample_z,100,14,0,14,1.0
sample_z,100,14,1,27,0.8571428571428571
sample_z,100,14,2,30,1.0
sample_z,100,14,3,18,1.0
sample_z,100,14,4,30,0.8571428571428571
sample_z,100,15,0,28,0.8571428571428571
sample_z,100,15,1,15,1.0
sample_z,100,15,2,14,1.0
sample_z,100,15,3,11,1.0
sample_z,100,15,4,13,1.0
sample_z,100,16,0,16,1.0
sample_z,100,16,1,30,1.0
sample_z,100,16,2,30,1.0
sample_z,100,16,3,30,1.0
sample_z,100,16,4,14,1.0
sample_z,100,17,0,30,1.0
sample_z,100,17,1,18,1.0
sample_z,100,17,2,28,1.0
sample_z,100,17,3,16,1.0
sample_z,100,17,4,16,1.0
sample_z,100,18,0,25,1.0
sample_z,100,18,1,17,1.0
sample_z,100,18,2,30,0.8571428571428571
sample_z,100,18,3,25,1.0
sample_z,100,18,4,23,1.0
sample_z,100,19,0,23,0.8571428571428571
sample_z,100,19,1,13,0.5714285714285714
sample_z,100,19,2,18,1.0
sample_z,100,19,3,23,1.0
sample_z,100,19,4,15,0.8571428571428571
sample_z,100,20,0,26,1.0
sample_z,100,20,1,27,0.7142857142857143
sample_z,100,20,2,16,1.0
sample_z,100,20,3,30,0.8571428571428571
sample_z,100,20,4,11,1.0
sample_z,100,21,0,25,0.8571428571428571
sample_z,100,21,1,12,1.0
sample_z,100,21,2,17,0.8571428571428571
sample_z,100,21,3,16,1.0
sample_z,100,21,4,15,1.0
sample_z,100,22,0,17,1.0
sample_z,100,22,1,21,1.0
sample_z,100,22,2,20,1.0
sample_z,100,22,3,16,1.0
sample_z,100,22,4,20,1.0
sample_z,100,23,0,11,1.0
sample_z,100,23,1,28,0.8571428571428571
sample_z,100,23,2,14,1.0
sample_z,100,23,3,16,1.0
sample_z,100,23,4,23,0.8571428571428571
sample_z,100,24,0,17,1.0
sample_z,100,24,1,15,1.0
sample_z,100,24,2,30,1.0
sample_z,100,24,3,30,1.0
sample_z,100,24,4,15,1.0
sample_z,100,25,0,17,1.0
sample_z,100,25,1,24,0.8571428571428571
sample_z,100,25,2,18,1.0
sample_z,100,25,3,30,0.8571428571428571
sample_z,100,25,4,15,1.0
sample_z,100,26,0,17,1.0
sample_z,100,26,1,24,0.8571428571428571
sample_z,100,26,2,18,0.8571428571428571
sample_z,100,26,3,20,1.0
sample_z,100,26,4,18,1.0
sample_z,100,27,0,12,1.0
sample_z,100,27,1,27,0.8571428571428571
sample_z,100,27,2,18,1.0
sample_z,100,27,3,19,1.0
sample_z,100,27,4,15,1.0
sample_z,100,28,0,16,1.0
sample_z,100,28,1,18,1.0
sample_z,100,28,2,19,1.0
sample_z,100,28,3,13,0.8571428571428571
sample_z,100,28,4,27,1.0
sample_z,100,29,0,30,0.8571428571428571
sample_z,100,29,1,30,1.0
sample_z,100,29,2,16,1.0
sample_z,100,29,3,18,1.0
sample_z,100,29,4,15,1.0
sample_z,100,30,0,19,1.0
sample_z,100,30,1,28,1.0
sample_z,100,30,2,16,1.0
sample_z,100,30,3,30,0.7142857142857143
sample_z,100,30,4,20,1.0
sample_z,100,31,0,18,1.0
sample_z,100,31,1,25,1.0
sample_z,100,31,2,17,1.0
sample_z,100,31,3,14,0.8571428571428571
sample_z,100,31,4,30,0.8571428571428571
sample_z,100,32,0,25,1.0
sample_z,100,32,1,14,0.8571428571428571
sample_z,100,32,2,30,0.8571428571428571
sample_z,100,32,3,28,1.0
sample_z,100,32,4,21,1.0
sample_z,100,33,0,16,0.8571428571428571
sample_z,100,33,1,15,1.0
sample_z,100,33,2,15,1.0
sample_z,100,33,3,20,1.0
sample_z,100,33,4,12,1.0
sample_z,100,34,0,13,0.7142857142857143
sample_z,100,34,1,18,1.0
sample_z,100,34,2,29,1.0
sample_z,100,34,3,15,0.8571428571428571
sample_z,100,34,4,18,1.0
sample_z,100,35,0,17,1.0
sample_z,100,35,1,30,0.8571428571428571
sample_z,100,35,2,15,1.0
sample_z,100,35,3,13,1.0
sample_z,100,35,4,13,1.0
sample_z,100,36,0,18,1.0
sample_z,100,36,1,19,1.0
sample_z,100,36,2,28,1.0
sample_z,100,36,3,19,1.0
sample_z,100,36,4,20,1.0
sample_z,100,37,0,17,1.0
sample_z,100,37,1,15,1.0
sample_z,100,37,2,25,1.0
sample_z,100,37,3,15,1.0
sample_z,100,37,4,17,1.0
sample_z,100,38,0,15,1.0
sample_z,100,38,1,29,0.8571428571428571
sample_z,100,38,2,30,0.8571428571428571
sample_z,100,38,3,30,1.0
sample_z,100,38,4,29,1.0
sample_z,100,39,0,16,1.0
sample_z,100,39,1,16,1.0
sample_z,100,39,2,26,1.0
sample_z,100,39,3,17,0.8571428571428571
sample_z,100,39,4,14,1.0
sample_z,100,40,0,15,1.0
sample_z,100,40,1,13,1.0
sample_z,100,40,2,22,1.0
sample_z,100,40,3,16,1.0
sample_z,100,40,4,22,1.0
sample_z,100,41,0,14,0.8571428571428571
sample_z,100,41,1,13,1.0
sample_z,100,41,2,22,1.0
sample_z,100,41,3,17,1.0
sample_z,100,41,4,16,1.0
sample_z,100,42,0,29,0.8571428571428571
sample_z,100,42,1,29,1.0
sample_z,100,42,2,23,1.0
sample_z,100,42,3,14,1.0
sample_z,100,42,4,15,1.0
sample_z,100,43,0,30,0.8571428571428571
sample_z,100,43,1,30,1.0
sample_z,100,43,2,16,1.0
sample_z,100,43,3,25,0.8571428571428571
sample_z,100,43,4,20,1.0
sample_z,100,44,0,17,1.0
sample_z,100,44,1,19,1.0
sample_z,100,44,2,21,1.0
sample_z,100,44,3,30,0.8571428571428571
sample_z,100,44,4,16,1.0
sample_z,100,45,0,19,1.0
sample_z,100,45,1,16,1.0
sample_z,100,45,2,16,0.8571428571428571
sample_z,100,45,3,14,0.8571428571428571
sample_z,100,45,4,30,0.8571428571428571
sample_z,100,46,0,29,0.8571428571428571
sample_z,100,46,1,18,1.0
sample_z,100,46,2,19,1.0
sample_z,100,46,3,15,1.0
sample_z,100,46,4,27,1.0
sample_z,100,47,0,19,1.0
sample_z,100,47,1,28,1.0
sample_z,100,47,2,17,1.0
sample_z,100,47,3,19,1.0
sample_z,100,47,4,18,1.0
sample_z,100,48,0,19,1.0
sample_z,100,48,1,17,1.0
sample_z,100,48,2,26,1.0
sample_z,100,48,3,21,1.0
sample_z,100,48,4,30,0.7142857142857143
sample_z,100,49,0,21,1.0
sample_z,100,49,1,17,1.0
sample_z,100,49,2,28,0.8571428571428571
sample_z,100,49,3,14,1.0
sample_z,100,49,4,19,1.0
